Order ID,Customer ID,Order Date,Product,Category,Unit Price,Quantity,Total Sales,Region,Payment Method,Return Status
6d3f93aa,CUST1075,2024-10-17,Dress,Clothing,422.92,5,2114.6,West,Net Banking,Not Returned
37a5eca8,CUST3372,2024-07-16,Jacket,Clothing,487.59,5,2437.95,North,Net Banking,Not Returned
89518da7,CUST6416,2024-11-29,Jeans,Clothing,13.58,2,27.16,East,Net Banking,Not Returned
64ddf864,CUST8367,2024-08-20,Tablet,Electronics,467.24,2,934.48,West,Net Banking,Returned
686a36f0,CUST4148,2025-02-27,Novel,Books,249.69,3,749.07,East,Credit Card,Not Returned
93ec8e58,CUST4754,2024-10-18,Doll,Toys,60.23,5,301.15,West,Debit Card,Not Returned
13df8853,CUST6740,2025-03-30,Dress,Clothing,369.08,2,738.16,North,Credit Card,Not Returned
777df8e6,CUST9751,2025-01-07,Desk Lamp,Home & Kitchen,270.62,1,270.62,West,Credit Card,Not Returned
79e5101f,CUST8631,2024-11-08,Jeans,Clothing,293.83,4,1175.32,South,Net Banking,Not Returned
bfd07e76,CUST6583,2024-10-11,Jeans,Clothing,466.97,4,1867.88,West,COD,Not Returned
056adff9,CUST5784,2024-10-31,Tablet,Electronics,394.22,3,1182.66,East,UPI,Not Returned
31b3cd45,CUST8509,2024-11-15,Doll,Toys,302.75,5,1513.75,South,Debit Card,Not Returned
1d43ab1f,CUST2352,2024-11-14,Doll,Toys,387.97,3,1163.91,North,Credit Card,Not Returned
9f399456,CUST5159,2024-07-18,Smartphone,Electronics,113.08,2,226.16,South,UPI,Not Returned
71badb0b,CUST4618,2025-02-28,Cookware Set,Home & Kitchen,300.42,4,1201.68,North,COD,Not Returned
17de9431,CUST4236,2025-05-30,Textbook,Books,128.64,1,128.64,North,UPI,Not Returned
e15af924,CUST9550,2024-09-22,Building Blocks,Toys,450.61,4,1802.44,West,Debit Card,Not Returned
4d89391c,CUST2132,2024-07-22,Remote Car,Toys,83.73,4,334.92,North,UPI,Not Returned
2796d773,CUST2514,2024-12-17,Comics,Books,225.49,2,450.98,West,UPI,Not Returned
e855de9a,CUST2846,2025-05-12,Vacuum Cleaner,Home & Kitchen,246.03,1,246.03,North,Net Banking,Not Returned
f6a50bee,CUST5592,2024-08-04,Novel,Books,323.41,3,970.23,North,Debit Card,Not Returned
a4c584f9,CUST6110,2025-05-17,T-Shirt,Clothing,130.64,2,261.28,West,Debit Card,Not Returned
3562057b,CUST4192,2024-12-20,Blender,Home & Kitchen,153.57,4,614.28,South,Net Banking,Not Returned
70324915,CUST2689,2025-07-05,Blender,Home & Kitchen,69.38,1,69.38,East,COD,Not Returned
b442e17e,CUST6459,2024-11-23,Blender,Home & Kitchen,205.6,4,822.4,East,Debit Card,Not Returned
79c8af76,CUST7006,2025-02-21,Cookware Set,Home & Kitchen,251.41,1,251.41,East,Net Banking,Not Returned
d7268310,CUST7022,2025-05-08,Puzzle,Toys,55.38,1,55.38,South,COD,Not Returned
5b4e9ebe,CUST3610,2024-09-23,Headphones,Electronics,45.56,4,182.24,West,Credit Card,Not Returned
f814885b,CUST9538,2024-12-31,Laptop,Electronics,310.97,5,1554.85,West,Net Banking,Not Returned
46a7274b,CUST8719,2024-11-20,Comics,Books,92.69,2,185.38,East,UPI,Returned
59a37350,CUST4638,2025-01-12,Remote Car,Toys,473.91,2,947.82,North,Debit Card,Not Returned
e681eda7,CUST4567,2024-08-19,Smartphone,Electronics,28.38,4,113.52,South,UPI,Not Returned
f63e59cc,CUST2665,2025-03-12,Vacuum Cleaner,Home & Kitchen,38.89,3,116.67,North,Net Banking,Not Returned
2bf6cfdd,CUST1410,2024-12-17,Doll,Toys,239.59,2,479.18,West,Net Banking,Not Returned
53907f00,CUST8026,2025-04-10,Puzzle,Toys,54.52,2,109.04,East,COD,Not Returned
5f69c92d,CUST6430,2024-10-24,Comics,Books,441.38,1,441.38,North,Net Banking,Not Returned
23547f2e,CUST1514,2024-11-18,Comics,Books,274.88,4,1099.52,South,Credit Card,Not Returned
3d02cac5,CUST8956,2025-01-04,Headphones,Electronics,332.04,1,332.04,East,COD,Not Returned
ae69f878,CUST8954,2025-06-04,Vacuum Cleaner,Home & Kitchen,411.97,1,411.97,South,UPI,Returned
aef79fb6,CUST7572,2025-01-17,T-Shirt,Clothing,347.09,3,1041.27,North,Credit Card,Returned
0cf45692,CUST1987,2025-02-17,Jeans,Clothing,56.44,5,282.2,North,Debit Card,Returned
44eaaa3b,CUST9967,2024-09-20,Cookware Set,Home & Kitchen,177.61,4,710.44,East,Credit Card,Not Returned
6e9e9eaa,CUST4590,2025-03-07,Jeans,Clothing,29.01,3,87.03,West,COD,Not Returned
4052a0cd,CUST7856,2025-03-15,Smartphone,Electronics,253.47,5,1267.35,South,COD,Not Returned
4b4a7fdc,CUST4259,2025-02-15,Doll,Toys,78.23,5,391.15,West,COD,Not Returned
5b3459c3,CUST6971,2024-10-14,Desk Lamp,Home & Kitchen,254.76,1,254.76,North,UPI,Not Returned
c097c4ed,CUST3199,2024-12-07,T-Shirt,Clothing,225.23,5,1126.15,South,COD,Not Returned
842c3179,CUST7302,2025-01-16,Vacuum Cleaner,Home & Kitchen,189.06,2,378.12,North,Credit Card,Not Returned
381ec04f,CUST7006,2024-12-07,Comics,Books,461.26,4,1845.04,East,Net Banking,Not Returned
e8802275,CUST9931,2025-06-27,T-Shirt,Clothing,344.28,5,1721.4,South,Net Banking,Not Returned
1aea37df,CUST4847,2024-08-22,Building Blocks,Toys,244.79,5,1223.95,West,Debit Card,Returned
d6bcbe89,CUST1148,2024-08-21,Vacuum Cleaner,Home & Kitchen,460.6,2,921.2,West,Net Banking,Not Returned
12036497,CUST2083,2024-12-25,Cookware Set,Home & Kitchen,151.88,5,759.4,South,Credit Card,Not Returned
1770a1c9,CUST3120,2025-03-19,Vacuum Cleaner,Home & Kitchen,74.44,4,297.76,East,Debit Card,Returned
29848c39,CUST5308,2024-11-05,Jacket,Clothing,160.22,5,801.1,East,Debit Card,Not Returned
522fba20,CUST9496,2025-06-05,Jeans,Clothing,229.43,4,917.72,South,Net Banking,Not Returned
98faece4,CUST3607,2025-06-12,Smartphone,Electronics,450.65,2,901.3,East,COD,Not Returned
ff4f467a,CUST7704,2025-01-25,Smartphone,Electronics,377.85,5,1889.25,South,Credit Card,Not Returned
b104d9e6,CUST4751,2024-12-27,Jeans,Clothing,310.15,2,620.3,South,Debit Card,Not Returned
4a1b4227,CUST1443,2025-02-24,Cookware Set,Home & Kitchen,128.86,1,128.86,East,Net Banking,Not Returned
f310115d,CUST6106,2025-05-19,Textbook,Books,157.5,5,787.5,East,Debit Card,Not Returned
516ed06b,CUST8521,2025-02-23,Smartphone,Electronics,98.86,1,98.86,West,Credit Card,Not Returned
bf2af82e,CUST6785,2025-06-03,T-Shirt,Clothing,135.16,1,135.16,South,Credit Card,Returned
af748416,CUST8763,2024-07-17,Tablet,Electronics,271.37,1,271.37,South,COD,Not Returned
c8ad6d45,CUST2264,2024-10-03,Doll,Toys,226.8,1,226.8,North,Debit Card,Not Returned
d2982b36,CUST9021,2024-08-11,Desk Lamp,Home & Kitchen,73.7,4,294.8,South,COD,Not Returned
e5c210d3,CUST7220,2024-10-16,Headphones,Electronics,246.59,4,986.36,South,COD,Not Returned
c2b0c6e3,CUST7551,2025-03-03,Comics,Books,135.22,4,540.88,South,Debit Card,Not Returned
0466f6d0,CUST4759,2024-09-07,Headphones,Electronics,51.64,3,154.92,North,COD,Returned
ef6b2921,CUST4063,2025-03-29,Headphones,Electronics,480.33,1,480.33,East,Credit Card,Not Returned
d4e3ec72,CUST1897,2025-01-03,Laptop,Electronics,330.88,5,1654.4,North,Net Banking,Not Returned
ffb6c3fd,CUST7428,2025-06-23,T-Shirt,Clothing,396.84,2,793.68,West,COD,Not Returned
7a39a0df,CUST9097,2025-06-24,Remote Car,Toys,140.06,1,140.06,West,Credit Card,Not Returned
aee4f16f,CUST6463,2025-02-02,Comics,Books,326.44,3,979.32,East,Debit Card,Not Returned
f44d5cb3,CUST8574,2025-05-17,Jacket,Clothing,326.68,1,326.68,South,UPI,Not Returned
664a549b,CUST7765,2025-06-20,Smartphone,Electronics,326.34,3,979.02,South,COD,Not Returned
55ed290a,CUST7231,2025-04-15,Comics,Books,297.48,5,1487.4,East,Credit Card,Not Returned
5d63d7b2,CUST8621,2025-05-10,Doll,Toys,232.43,2,464.86,East,Credit Card,Not Returned
50550311,CUST6681,2024-09-16,Blender,Home & Kitchen,152.41,4,609.64,North,Net Banking,Not Returned
009e2a0b,CUST6708,2025-02-18,Tablet,Electronics,52.96,5,264.8,South,Credit Card,Not Returned
20277861,CUST4620,2025-03-05,Headphones,Electronics,418.76,3,1256.28,South,Debit Card,Returned
ab6fab6c,CUST6352,2025-01-31,Textbook,Books,368.07,5,1840.35,East,Net Banking,Returned
7ccd12c7,CUST6745,2025-01-27,Smartphone,Electronics,15.17,1,15.17,East,Debit Card,Returned
78322156,CUST8338,2024-09-18,Comics,Books,192.86,4,771.44,West,COD,Not Returned
b78361c1,CUST3822,2024-11-05,Vacuum Cleaner,Home & Kitchen,260.42,4,1041.68,East,UPI,Not Returned
0f776b1c,CUST6189,2025-05-21,Dress,Clothing,70.97,3,212.91,East,Net Banking,Not Returned
661f5e65,CUST5866,2025-04-30,Dress,Clothing,455.96,1,455.96,West,Net Banking,Not Returned
89b0ec53,CUST8909,2025-03-12,Laptop,Electronics,206.45,3,619.35,South,Net Banking,Not Returned
06ec0766,CUST9805,2025-05-11,Building Blocks,Toys,383.29,4,1533.16,West,COD,Not Returned
6fcdf76d,CUST5184,2024-09-24,Vacuum Cleaner,Home & Kitchen,216.84,3,650.52,North,COD,Not Returned
33223af9,CUST3249,2025-01-07,Puzzle,Toys,48.9,5,244.5,East,Debit Card,Not Returned
512ed823,CUST3328,2025-01-15,Textbook,Books,356.08,4,1424.32,South,Debit Card,Not Returned
4ef423b4,CUST5243,2024-11-03,Textbook,Books,125.59,2,251.18,South,COD,Not Returned
109851e1,CUST5303,2024-07-18,Headphones,Electronics,106.99,3,320.97,South,Debit Card,Not Returned
cb53bae0,CUST4071,2024-09-07,Novel,Books,350.74,3,1052.22,West,Credit Card,Not Returned
88b9b60b,CUST3298,2025-05-26,Comics,Books,270.48,2,540.96,South,COD,Not Returned
7b9bc54a,CUST1727,2024-10-25,Blender,Home & Kitchen,309.55,2,619.1,South,Debit Card,Returned
13f1f3fd,CUST4053,2024-08-09,Remote Car,Toys,481.09,3,1443.27,North,Net Banking,Not Returned
e03bca1d,CUST5319,2024-09-27,Puzzle,Toys,498.27,4,1993.08,West,Credit Card,Not Returned
89298a50,CUST6625,2025-07-02,Dress,Clothing,279.2,4,1116.8,West,UPI,Not Returned
e0da1f4d,CUST5503,2024-11-24,Puzzle,Toys,279.73,4,1118.92,North,COD,Not Returned
bddb55c8,CUST7800,2024-11-27,Tablet,Electronics,417.8,4,1671.2,West,Credit Card,Not Returned
16d69574,CUST8825,2024-09-19,Jeans,Clothing,388.64,4,1554.56,West,COD,Not Returned
2e27958d,CUST5955,2024-07-19,Remote Car,Toys,399.2,3,1197.6,East,Credit Card,Not Returned
94c79ed3,CUST2752,2025-06-18,T-Shirt,Clothing,254.05,4,1016.2,North,Net Banking,Not Returned
9a3b0794,CUST9229,2024-07-16,Building Blocks,Toys,25.46,3,76.38,North,Credit Card,Not Returned
8f6fc742,CUST3498,2024-12-31,Remote Car,Toys,63.44,5,317.2,South,COD,Not Returned
de51f97d,CUST8145,2024-11-14,Vacuum Cleaner,Home & Kitchen,401.84,5,2009.2,East,UPI,Not Returned
1a0a434e,CUST8865,2024-12-22,Tablet,Electronics,303.07,4,1212.28,North,Credit Card,Not Returned
8209bbfe,CUST3817,2025-05-15,Vacuum Cleaner,Home & Kitchen,443.23,3,1329.69,North,COD,Not Returned
d081f573,CUST7593,2024-09-24,Building Blocks,Toys,82.15,1,82.15,North,UPI,Not Returned
d194a689,CUST6471,2025-02-03,Remote Car,Toys,165.82,5,829.1,North,Credit Card,Returned
e824a37a,CUST6749,2025-06-23,Comics,Books,94.98,5,474.9,South,UPI,Not Returned
a3d3e16e,CUST8172,2025-07-09,Textbook,Books,371.95,5,1859.75,North,Debit Card,Not Returned
01fb4f93,CUST8496,2025-03-20,Building Blocks,Toys,27.91,5,139.55,West,Debit Card,Not Returned
f9af981e,CUST7139,2024-11-28,Cookware Set,Home & Kitchen,490.11,5,2450.55,East,Credit Card,Not Returned
50d4bb21,CUST6525,2024-09-02,Blender,Home & Kitchen,497.17,2,994.34,South,Debit Card,Not Returned
78fbfbee,CUST1667,2024-10-16,Textbook,Books,169.65,1,169.65,East,UPI,Returned
4cc6e005,CUST4470,2024-08-17,Novel,Books,33.3,4,133.2,South,Debit Card,Not Returned
9008c856,CUST5332,2024-11-19,Jeans,Clothing,106.84,4,427.36,East,COD,Not Returned
a1a55c9d,CUST7970,2024-10-02,Headphones,Electronics,409.43,2,818.86,North,Net Banking,Returned
f0d79478,CUST3841,2025-04-16,Laptop,Electronics,353.95,5,1769.75,East,Net Banking,Not Returned
21dabe13,CUST8781,2025-07-11,Vacuum Cleaner,Home & Kitchen,335.45,3,1006.35,West,Net Banking,Not Returned
a5adb26b,CUST9152,2024-12-20,Building Blocks,Toys,274.5,3,823.5,East,COD,Not Returned
42c244ea,CUST2886,2024-09-21,Laptop,Electronics,70.94,5,354.7,East,COD,Not Returned
1b3804a7,CUST7173,2025-04-16,Building Blocks,Toys,330.17,1,330.17,East,COD,Not Returned
15675931,CUST7354,2025-02-28,Headphones,Electronics,145.65,2,291.3,West,UPI,Not Returned
f17315c4,CUST6931,2025-06-09,Smartphone,Electronics,222.61,5,1113.05,North,Credit Card,Not Returned
195d08f4,CUST3416,2025-03-07,Vacuum Cleaner,Home & Kitchen,420.53,2,841.06,East,Net Banking,Not Returned
9cdb1c66,CUST1086,2025-04-01,Novel,Books,329.54,1,329.54,East,UPI,Not Returned
d7245e6b,CUST2021,2024-12-08,Comics,Books,382.15,2,764.3,South,UPI,Returned
0a4188e9,CUST2347,2025-02-23,T-Shirt,Clothing,358.89,4,1435.56,East,Net Banking,Not Returned
493f0c21,CUST5700,2025-02-22,Biography,Books,162.83,3,488.49,South,Credit Card,Not Returned
d6347144,CUST5105,2025-06-29,Comics,Books,135.26,2,270.52,East,Credit Card,Not Returned
bb71cc13,CUST3671,2024-09-13,Doll,Toys,243.5,2,487.0,East,Debit Card,Not Returned
e52ee313,CUST4361,2024-12-06,Textbook,Books,60.29,4,241.16,North,COD,Not Returned
2e5ac271,CUST7166,2024-07-29,Novel,Books,133.6,2,267.2,South,Debit Card,Not Returned
7e1a506c,CUST2703,2025-06-02,Dress,Clothing,56.55,1,56.55,West,Credit Card,Not Returned
71b50451,CUST3348,2024-10-19,Jacket,Clothing,204.2,2,408.4,North,COD,Returned
eefda8c3,CUST4777,2025-03-24,Smartphone,Electronics,426.6,3,1279.8,East,Credit Card,Not Returned
047a0724,CUST1744,2025-04-10,Dress,Clothing,450.54,2,901.08,West,UPI,Not Returned
f448fb46,CUST8830,2024-12-15,Remote Car,Toys,301.07,2,602.14,West,Credit Card,Not Returned
3c8264b4,CUST6844,2024-09-20,Cookware Set,Home & Kitchen,103.28,5,516.4,East,COD,Not Returned
a7352c1a,CUST8842,2025-04-01,Cookware Set,Home & Kitchen,429.4,2,858.8,South,Net Banking,Not Returned
f2200531,CUST8650,2025-05-08,Cookware Set,Home & Kitchen,55.33,2,110.66,North,Credit Card,Not Returned
da06f968,CUST5127,2025-03-18,Vacuum Cleaner,Home & Kitchen,23.4,4,93.6,East,COD,Not Returned
f1978f0a,CUST8527,2024-09-05,Cookware Set,Home & Kitchen,64.92,5,324.6,South,UPI,Not Returned
ad221045,CUST8961,2025-01-15,T-Shirt,Clothing,481.2,5,2406.0,South,COD,Not Returned
047037f2,CUST3017,2025-05-06,Cookware Set,Home & Kitchen,480.23,3,1440.69,West,Net Banking,Not Returned
ccdb4e0d,CUST8901,2025-02-07,Doll,Toys,39.76,1,39.76,North,COD,Not Returned
4529bb33,CUST9769,2024-11-27,Desk Lamp,Home & Kitchen,202.03,5,1010.15,West,Debit Card,Returned
1e08ef45,CUST2287,2024-09-15,Comics,Books,108.34,4,433.36,South,COD,Not Returned
d7d61bf8,CUST3635,2025-02-08,Jacket,Clothing,15.11,2,30.22,South,Debit Card,Not Returned
fe2cadd1,CUST5749,2025-03-23,T-Shirt,Clothing,54.89,1,54.89,North,Credit Card,Not Returned
3ce9e2d6,CUST7671,2025-01-14,Comics,Books,383.98,3,1151.94,East,COD,Not Returned
28561c3b,CUST7572,2024-08-26,Vacuum Cleaner,Home & Kitchen,235.26,4,941.04,North,COD,Not Returned
4039cd44,CUST9172,2025-01-13,Textbook,Books,225.43,5,1127.15,East,Credit Card,Not Returned
09dd2fce,CUST2642,2025-04-28,T-Shirt,Clothing,297.49,1,297.49,East,Credit Card,Not Returned
36a24d12,CUST9266,2025-06-23,Blender,Home & Kitchen,177.93,4,711.72,West,Credit Card,Not Returned
2af06bbf,CUST7697,2024-11-18,Smartphone,Electronics,346.0,2,692.0,East,Debit Card,Returned
945b8a04,CUST7108,2024-11-24,T-Shirt,Clothing,332.94,4,1331.76,North,Credit Card,Not Returned
dd50359f,CUST1530,2025-03-02,Laptop,Electronics,42.4,4,169.6,East,COD,Not Returned
7cf3fc23,CUST2174,2024-12-14,Vacuum Cleaner,Home & Kitchen,436.84,1,436.84,North,UPI,Not Returned
0d15955b,CUST2755,2024-09-15,Vacuum Cleaner,Home & Kitchen,175.77,3,527.31,North,COD,Not Returned
231e41eb,CUST1984,2025-02-01,Blender,Home & Kitchen,297.69,2,595.38,South,UPI,Not Returned
bb17408a,CUST3329,2024-07-23,Remote Car,Toys,86.52,4,346.08,East,Debit Card,Not Returned
98caf080,CUST4080,2025-04-15,Tablet,Electronics,213.13,5,1065.65,North,COD,Not Returned
e1a1b16a,CUST9934,2025-05-25,Building Blocks,Toys,439.05,1,439.05,East,Debit Card,Not Returned
98948280,CUST3182,2024-09-25,Biography,Books,326.75,3,980.25,South,COD,Not Returned
195dc48b,CUST3894,2024-09-15,Biography,Books,120.28,4,481.12,East,COD,Not Returned
8405e91f,CUST7833,2025-01-15,Dress,Clothing,446.52,4,1786.08,North,Debit Card,Not Returned
b8c018ef,CUST5130,2024-07-23,Jacket,Clothing,239.28,5,1196.4,North,Debit Card,Returned
03acf6c6,CUST9784,2025-06-13,Smartphone,Electronics,150.7,1,150.7,West,Debit Card,Not Returned
b560480e,CUST2273,2024-08-30,Vacuum Cleaner,Home & Kitchen,133.78,3,401.34,South,Net Banking,Not Returned
6f5169d4,CUST8265,2024-10-24,Dress,Clothing,200.12,2,400.24,East,Credit Card,Not Returned
22787f72,CUST2717,2025-01-06,Building Blocks,Toys,165.68,3,497.04,North,UPI,Not Returned
19425488,CUST6522,2024-12-07,Puzzle,Toys,414.63,4,1658.52,North,COD,Not Returned
e1abe81c,CUST1151,2025-02-19,Textbook,Books,207.49,4,829.96,East,COD,Returned
ac940804,CUST2134,2025-04-11,Jacket,Clothing,147.23,4,588.92,East,UPI,Not Returned
ec41651c,CUST8358,2024-10-20,Doll,Toys,154.81,2,309.62,East,Net Banking,Not Returned
b3093bab,CUST4862,2025-02-10,Doll,Toys,43.18,5,215.9,North,UPI,Not Returned
c9bc537d,CUST4011,2025-02-11,Blender,Home & Kitchen,484.74,4,1938.96,West,COD,Not Returned
d2cb753e,CUST2457,2024-11-23,Building Blocks,Toys,167.02,2,334.04,South,UPI,Not Returned
59e20ff1,CUST2921,2024-11-03,Laptop,Electronics,456.29,5,2281.45,North,Debit Card,Not Returned
079cd519,CUST7030,2025-06-12,Textbook,Books,52.37,4,209.48,South,COD,Not Returned
549674be,CUST3516,2024-08-12,Novel,Books,172.67,5,863.35,North,UPI,Not Returned
1ce7a14c,CUST6018,2024-12-13,T-Shirt,Clothing,95.69,3,287.07,West,UPI,Not Returned
525c7ab3,CUST4534,2025-03-08,Cookware Set,Home & Kitchen,74.16,4,296.64,North,COD,Not Returned
6c8b3c89,CUST1856,2024-09-10,Vacuum Cleaner,Home & Kitchen,340.2,2,680.4,North,COD,Not Returned
6e7b4e8c,CUST3587,2024-07-29,Blender,Home & Kitchen,200.5,3,601.5,North,Debit Card,Not Returned
7bb45770,CUST7845,2025-06-10,Blender,Home & Kitchen,68.44,4,273.76,South,Net Banking,Not Returned
ce66ce4e,CUST7037,2024-11-26,Jacket,Clothing,461.31,1,461.31,North,COD,Not Returned
2c4df456,CUST4077,2024-11-01,Tablet,Electronics,201.19,1,201.19,South,Credit Card,Not Returned
44767306,CUST3342,2025-01-06,Biography,Books,237.05,1,237.05,South,UPI,Not Returned
fbb161ce,CUST3478,2024-07-29,Doll,Toys,420.1,5,2100.5,North,COD,Not Returned
efdcb26b,CUST8235,2024-11-12,Cookware Set,Home & Kitchen,154.0,5,770.0,West,COD,Not Returned
89ab614c,CUST8444,2025-04-09,Vacuum Cleaner,Home & Kitchen,153.65,4,614.6,North,COD,Not Returned
28e29d02,CUST6588,2025-06-17,Jeans,Clothing,160.07,2,320.14,West,Credit Card,Not Returned
8e2dbc08,CUST8301,2024-10-04,Laptop,Electronics,80.69,5,403.45,South,Debit Card,Not Returned
48177d1c,CUST4439,2025-04-29,Tablet,Electronics,71.17,5,355.85,North,Net Banking,Returned
782cb0dd,CUST2364,2025-04-20,Desk Lamp,Home & Kitchen,266.43,2,532.86,North,COD,Not Returned
7c1a5090,CUST4914,2024-11-29,Puzzle,Toys,293.13,4,1172.52,East,Credit Card,Not Returned
8c969f78,CUST7272,2024-11-27,Biography,Books,414.2,1,414.2,West,Credit Card,Not Returned
2e45659a,CUST9525,2024-09-30,Biography,Books,73.18,5,365.9,East,COD,Not Returned
a7097b83,CUST2042,2025-03-18,Vacuum Cleaner,Home & Kitchen,59.9,1,59.9,South,Credit Card,Not Returned
9627e182,CUST9802,2024-08-30,Dress,Clothing,263.16,5,1315.8,North,Debit Card,Not Returned
7d00568b,CUST1121,2025-06-08,Comics,Books,270.02,4,1080.08,South,Debit Card,Not Returned
d7405c16,CUST8530,2025-02-16,Headphones,Electronics,394.43,4,1577.72,West,Credit Card,Not Returned
b0d90280,CUST9726,2024-07-15,Desk Lamp,Home & Kitchen,270.98,5,1354.9,West,Credit Card,Not Returned
5313dadd,CUST3511,2024-12-04,Blender,Home & Kitchen,422.57,3,1267.71,East,UPI,Not Returned
fd476105,CUST9134,2024-09-17,Tablet,Electronics,57.14,1,57.14,West,Net Banking,Returned
db8d65e8,CUST1960,2025-05-31,Jacket,Clothing,300.1,5,1500.5,East,Debit Card,Not Returned
88c3fa3c,CUST4718,2025-01-12,Cookware Set,Home & Kitchen,325.55,4,1302.2,South,Debit Card,Not Returned
44af0f08,CUST3505,2024-12-05,Cookware Set,Home & Kitchen,268.25,1,268.25,South,Credit Card,Not Returned
6d84ba11,CUST8440,2024-08-22,Building Blocks,Toys,121.85,2,243.7,South,COD,Not Returned
d3e91498,CUST2221,2025-02-23,Tablet,Electronics,71.57,2,143.14,East,Net Banking,Not Returned
67be51e0,CUST3936,2025-01-10,Vacuum Cleaner,Home & Kitchen,430.34,2,860.68,East,UPI,Not Returned
d0be62a3,CUST6387,2025-01-19,Headphones,Electronics,355.46,1,355.46,East,UPI,Not Returned
feb67679,CUST3779,2025-03-30,Comics,Books,119.49,2,238.98,West,Credit Card,Not Returned
4c7a2a16,CUST1940,2025-05-18,Headphones,Electronics,153.62,3,460.86,South,Credit Card,Not Returned
cc747f27,CUST3202,2025-01-27,Vacuum Cleaner,Home & Kitchen,152.03,5,760.15,West,UPI,Not Returned
8cef1212,CUST8897,2024-07-31,Smartphone,Electronics,150.75,3,452.25,East,Credit Card,Not Returned
24e804e9,CUST7233,2025-05-19,Doll,Toys,402.54,2,805.08,South,Credit Card,Not Returned
8aa1d148,CUST9366,2025-05-17,Tablet,Electronics,427.43,3,1282.29,North,UPI,Not Returned
4d63ddaa,CUST3848,2025-07-09,Blender,Home & Kitchen,135.56,5,677.8,North,COD,Not Returned
86e6a009,CUST4413,2024-08-18,Comics,Books,354.76,1,354.76,West,Net Banking,Not Returned
372582f2,CUST8071,2024-12-14,Tablet,Electronics,263.42,1,263.42,South,Debit Card,Not Returned
6796dfc7,CUST8689,2025-03-03,Tablet,Electronics,278.01,3,834.03,North,Net Banking,Not Returned
b8a733c9,CUST9275,2024-11-25,Building Blocks,Toys,357.77,4,1431.08,West,Net Banking,Not Returned
e8b468da,CUST4018,2025-05-23,T-Shirt,Clothing,422.91,5,2114.55,North,Net Banking,Not Returned
0faa0c49,CUST9328,2024-09-07,Headphones,Electronics,70.42,1,70.42,South,UPI,Not Returned
313d671d,CUST2930,2025-05-14,T-Shirt,Clothing,465.38,2,930.76,West,Net Banking,Not Returned
88762eb2,CUST1898,2025-07-13,Novel,Books,483.69,2,967.38,South,Net Banking,Not Returned
b5f4cd3c,CUST3442,2025-05-17,Vacuum Cleaner,Home & Kitchen,253.81,2,507.62,East,Net Banking,Not Returned
497a0d61,CUST3191,2024-10-07,Biography,Books,278.82,5,1394.1,West,Net Banking,Not Returned
6cc29d20,CUST1115,2025-04-05,Headphones,Electronics,179.84,5,899.2,South,Credit Card,Not Returned
0fd53763,CUST6314,2025-02-14,Biography,Books,262.33,5,1311.65,West,COD,Not Returned
17c25bdf,CUST2842,2025-05-27,Jeans,Clothing,367.03,3,1101.09,North,UPI,Not Returned
0769f6ad,CUST9263,2024-11-25,Novel,Books,453.85,3,1361.55,West,Net Banking,Not Returned
5183e30c,CUST5950,2025-02-12,Textbook,Books,148.05,1,148.05,East,Net Banking,Not Returned
1ea74e1b,CUST5579,2024-08-27,Jacket,Clothing,281.95,5,1409.75,North,UPI,Returned
b977aed1,CUST7991,2024-12-27,Comics,Books,235.75,3,707.25,West,Debit Card,Not Returned
0c45caa4,CUST1491,2025-02-15,Dress,Clothing,431.58,5,2157.9,East,Debit Card,Not Returned
08464b5a,CUST8181,2025-02-04,Biography,Books,100.31,4,401.24,North,Debit Card,Not Returned
502636d0,CUST9508,2025-01-06,Biography,Books,338.61,5,1693.05,South,UPI,Not Returned
36deca94,CUST8437,2024-10-13,T-Shirt,Clothing,107.17,2,214.34,East,Debit Card,Not Returned
8d193d0e,CUST1072,2025-01-29,Doll,Toys,277.85,3,833.55,North,COD,Not Returned
8146e060,CUST9214,2025-06-18,Doll,Toys,413.34,2,826.68,East,COD,Not Returned
3212ef55,CUST9331,2025-04-19,Dress,Clothing,190.37,4,761.48,East,Credit Card,Not Returned
e528ebc2,CUST2566,2024-12-04,Dress,Clothing,339.03,5,1695.15,South,Net Banking,Returned
7c3357c9,CUST6263,2025-07-07,Desk Lamp,Home & Kitchen,134.83,1,134.83,East,Net Banking,Not Returned
b3c6c27f,CUST1600,2025-05-08,Vacuum Cleaner,Home & Kitchen,20.18,4,80.72,North,Net Banking,Not Returned
47c117d9,CUST3006,2025-04-13,T-Shirt,Clothing,37.06,1,37.06,East,COD,Not Returned
256d41df,CUST9680,2025-03-05,Textbook,Books,29.4,5,147.0,East,Debit Card,Not Returned
b0787bdb,CUST8990,2024-12-12,Dress,Clothing,195.39,3,586.17,West,Credit Card,Not Returned
e4e6124e,CUST1636,2025-04-29,Textbook,Books,298.51,3,895.53,West,COD,Not Returned
b353e3c4,CUST7580,2025-02-23,Comics,Books,431.2,3,1293.6,South,Net Banking,Not Returned
431704b5,CUST8632,2024-11-21,Novel,Books,97.44,2,194.88,North,UPI,Not Returned
b9a83a35,CUST8867,2025-04-12,Tablet,Electronics,169.23,4,676.92,North,Credit Card,Returned
169e16eb,CUST9155,2024-08-09,Blender,Home & Kitchen,431.71,2,863.42,East,COD,Not Returned
